report_date,yesterday_purchase,week1_purchase,week2_purchase,week3_purchase,week4_purchase,MON,TUE,WED,THU,FRI,SAT,SUN,dayofmonth_percent,shouldwork,yesterday_redeem,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14
20131019,80573607,95312628,21245166,46758852,61641978,0,0,0,0,0,1,0,,,29644051,50929556.0,27836902.0,116295125.0,50489283.0,116914829.0,-6506852.0,58588593.0,50929556.0,27836902.0,116295125.0,50489283.0,116914829.0,-6506852.0,58588593.0
20131020,47140830,40381173,40318288,76038490,59188234,0,0,0,0,0,0,1,,,12115532,35025298.0,50929556.0,27836902.0,116295125.0,50489283.0,116914829.0,-6506852.0,35025298.0,50929556.0,27836902.0,116295125.0,50489283.0,116914829.0,-6506852.0
20131021,78146352,158158044,56730939,49151321,37338427,1,0,0,0,0,0,0,,,27240757,50905595.0,35025298.0,50929556.0,27836902.0,116295125.0,50489283.0,116914829.0,50905595.0,35025298.0,50929556.0,27836902.0,116295125.0,50489283.0,116914829.0
20131022,92303765,108776071,115047417,22858568,56008378,0,1,0,0,0,0,0,,,86625521,5678244.0,50905595.0,35025298.0,50929556.0,27836902.0,116295125.0,50489283.0,5678244.0,50905595.0,35025298.0,50929556.0,27836902.0,116295125.0,50489283.0
20131023,79936840,156977224,67339813,15700008,107206248,0,0,1,0,0,0,0,,,29426313,50510527.0,5678244.0,50905595.0,35025298.0,50929556.0,27836902.0,116295125.0,50510527.0,5678244.0,50905595.0,35025298.0,50929556.0,27836902.0,116295125.0
20131024,91267273,73354575,93642539,7251212,49684160,0,0,0,1,0,0,0,,,36092748,55174525.0,50510527.0,5678244.0,50905595.0,35025298.0,50929556.0,27836902.0,55174525.0,50510527.0,5678244.0,50905595.0,35025298.0,50929556.0,27836902.0
20131025,78253878,80573607,68845671,22868589,51076556,0,0,0,0,1,0,0,,,69717843,8536035.0,55174525.0,50510527.0,5678244.0,50905595.0,35025298.0,50929556.0,8536035.0,55174525.0,50510527.0,5678244.0,50905595.0,35025298.0,50929556.0
20131026,72866681,47140830,95312628,21245166,46758852,0,0,0,0,0,1,0,,,62677596,10189085.0,8536035.0,55174525.0,50510527.0,5678244.0,50905595.0,35025298.0,10189085.0,8536035.0,55174525.0,50510527.0,5678244.0,50905595.0,35025298.0
20131027,89152724,78146352,40381173,40318288,76038490,0,0,0,0,0,0,1,,,27504517,61648207.0,10189085.0,8536035.0,55174525.0,50510527.0,5678244.0,50905595.0,61648207.0,10189085.0,8536035.0,55174525.0,50510527.0,5678244.0,50905595.0
20131028,58360160,92303765,158158044,56730939,49151321,1,0,0,0,0,0,0,,,25646394,32713766.0,61648207.0,10189085.0,8536035.0,55174525.0,50510527.0,5678244.0,32713766.0,61648207.0,10189085.0,8536035.0,55174525.0,50510527.0,5678244.0
20131029,175987478,79936840,108776071,115047417,22858568,0,1,0,0,0,0,0,,,67747746,108239732.0,32713766.0,61648207.0,10189085.0,8536035.0,55174525.0,50510527.0,108239732.0,32713766.0,61648207.0,10189085.0,8536035.0,55174525.0,50510527.0
20131030,147891369,91267273,156977224,67339813,15700008,0,0,1,0,0,0,0,,,52687221,95204148.0,108239732.0,32713766.0,61648207.0,10189085.0,8536035.0,55174525.0,95204148.0,108239732.0,32713766.0,61648207.0,10189085.0,8536035.0,55174525.0
20131031,123495252,78253878,73354575,93642539,7251212,0,0,0,1,0,0,0,,,63435426,60059826.0,95204148.0,108239732.0,32713766.0,61648207.0,10189085.0,8536035.0,60059826.0,95204148.0,108239732.0,32713766.0,61648207.0,10189085.0,8536035.0
20131101,105655220,72866681,80573607,68845671,22868589,0,0,0,0,1,0,0,,,93841828,11813392.0,60059826.0,95204148.0,108239732.0,32713766.0,61648207.0,10189085.0,11813392.0,60059826.0,95204148.0,108239732.0,32713766.0,61648207.0,10189085.0
20131102,90052647,89152724,47140830,95312628,21245166,0,0,0,0,0,1,0,,,46678116,43374531.0,11813392.0,60059826.0,95204148.0,108239732.0,32713766.0,61648207.0,43374531.0,11813392.0,60059826.0,95204148.0,108239732.0,32713766.0,61648207.0
20131103,60697754,58360160,78146352,40381173,40318288,0,0,0,0,0,0,1,,,21879168,38818586.0,43374531.0,11813392.0,60059826.0,95204148.0,108239732.0,32713766.0,38818586.0,43374531.0,11813392.0,60059826.0,95204148.0,108239732.0,32713766.0
20131104,109705314,175987478,92303765,158158044,56730939,1,0,0,0,0,0,0,,,33749172,75956142.0,38818586.0,43374531.0,11813392.0,60059826.0,95204148.0,108239732.0,75956142.0,38818586.0,43374531.0,11813392.0,60059826.0,95204148.0,108239732.0
20131105,134705147,147891369,79936840,108776071,115047417,0,1,0,0,0,0,0,,,108318485,26386662.0,75956142.0,38818586.0,43374531.0,11813392.0,60059826.0,95204148.0,26386662.0,75956142.0,38818586.0,43374531.0,11813392.0,60059826.0,95204148.0
20131106,170112074,123495252,91267273,156977224,67339813,0,0,1,0,0,0,0,,,128585154,41526920.0,26386662.0,75956142.0,38818586.0,43374531.0,11813392.0,60059826.0,41526920.0,26386662.0,75956142.0,38818586.0,43374531.0,11813392.0,60059826.0
20131107,177181307,105655220,78253878,73354575,93642539,0,0,0,1,0,0,0,,,131796343,45384964.0,41526920.0,26386662.0,75956142.0,38818586.0,43374531.0,11813392.0,45384964.0,41526920.0,26386662.0,75956142.0,38818586.0,43374531.0,11813392.0
20131108,219191421,90052647,72866681,80573607,68845671,0,0,0,0,1,0,0,,,149424128,69767293.0,45384964.0,41526920.0,26386662.0,75956142.0,38818586.0,43374531.0,69767293.0,45384964.0,41526920.0,26386662.0,75956142.0,38818586.0,43374531.0
20131109,249304249,60697754,89152724,47140830,95312628,0,0,0,0,0,1,0,,,99248361,150055888.0,69767293.0,45384964.0,41526920.0,26386662.0,75956142.0,38818586.0,150055888.0,69767293.0,45384964.0,41526920.0,26386662.0,75956142.0,38818586.0
20131110,123652022,109705314,58360160,78146352,40381173,0,0,0,0,0,0,1,,,59247170,64404852.0,150055888.0,69767293.0,45384964.0,41526920.0,26386662.0,75956142.0,64404852.0,150055888.0,69767293.0,45384964.0,41526920.0,26386662.0,75956142.0
20131111,158993537,134705147,175987478,92303765,158158044,1,0,0,0,0,0,0,,,123840519,35153018.0,64404852.0,150055888.0,69767293.0,45384964.0,41526920.0,26386662.0,35153018.0,64404852.0,150055888.0,69767293.0,45384964.0,41526920.0,26386662.0
20131112,143416540,170112074,147891369,79936840,108776071,0,1,0,0,0,0,0,,,246064757,-102648217.0,35153018.0,64404852.0,150055888.0,69767293.0,45384964.0,41526920.0,-102648217.0,35153018.0,64404852.0,150055888.0,69767293.0,45384964.0,41526920.0
20131113,173549641,177181307,123495252,91267273,156977224,0,0,1,0,0,0,0,,,74456493,99093148.0,-102648217.0,35153018.0,64404852.0,150055888.0,69767293.0,45384964.0,99093148.0,-102648217.0,35153018.0,64404852.0,150055888.0,69767293.0,45384964.0
20131114,158376990,219191421,105655220,78253878,73354575,0,0,0,1,0,0,0,,,54302781,104074209.0,99093148.0,-102648217.0,35153018.0,64404852.0,150055888.0,69767293.0,104074209.0,99093148.0,-102648217.0,35153018.0,64404852.0,150055888.0,69767293.0
20131115,148622821,249304249,90052647,72866681,80573607,0,0,0,0,1,0,0,,,42611824,106010997.0,104074209.0,99093148.0,-102648217.0,35153018.0,64404852.0,150055888.0,106010997.0,104074209.0,99093148.0,-102648217.0,35153018.0,64404852.0,150055888.0
20131116,116112820,123652022,60697754,89152724,47140830,0,0,0,0,0,1,0,,,44380574,71732246.0,106010997.0,104074209.0,99093148.0,-102648217.0,35153018.0,64404852.0,71732246.0,106010997.0,104074209.0,99093148.0,-102648217.0,35153018.0,64404852.0
20131117,85621804,158993537,109705314,58360160,78146352,0,0,0,0,0,0,1,,,38584607,47037197.0,71732246.0,106010997.0,104074209.0,99093148.0,-102648217.0,35153018.0,47037197.0,71732246.0,106010997.0,104074209.0,99093148.0,-102648217.0,35153018.0
20131118,98492364,143416540,134705147,175987478,92303765,1,0,0,0,0,0,0,,,35055232,63437132.0,47037197.0,71732246.0,106010997.0,104074209.0,99093148.0,-102648217.0,63437132.0,47037197.0,71732246.0,106010997.0,104074209.0,99093148.0,-102648217.0
20131119,145222355,173549641,170112074,147891369,79936840,0,1,0,0,0,0,0,,,65817333,79405022.0,63437132.0,47037197.0,71732246.0,106010997.0,104074209.0,99093148.0,79405022.0,63437132.0,47037197.0,71732246.0,106010997.0,104074209.0,99093148.0
20131120,165943591,158376990,177181307,123495252,91267273,0,0,1,0,0,0,0,,,60013853,105929738.0,79405022.0,63437132.0,47037197.0,71732246.0,106010997.0,104074209.0,105929738.0,79405022.0,63437132.0,47037197.0,71732246.0,106010997.0,104074209.0
20131121,149019647,148622821,219191421,105655220,78253878,0,0,0,1,0,0,0,,,83122720,65896927.0,105929738.0,79405022.0,63437132.0,47037197.0,71732246.0,106010997.0,65896927.0,105929738.0,79405022.0,63437132.0,47037197.0,71732246.0,106010997.0
20131122,236672974,116112820,249304249,90052647,72866681,0,0,0,0,1,0,0,,,75803920,160869054.0,65896927.0,105929738.0,79405022.0,63437132.0,47037197.0,71732246.0,160869054.0,65896927.0,105929738.0,79405022.0,63437132.0,47037197.0,71732246.0
20131123,139140591,85621804,123652022,60697754,89152724,0,0,0,0,0,1,0,,,66623532,72517059.0,160869054.0,65896927.0,105929738.0,79405022.0,63437132.0,47037197.0,72517059.0,160869054.0,65896927.0,105929738.0,79405022.0,63437132.0,47037197.0
20131124,85234876,98492364,158993537,109705314,58360160,0,0,0,0,0,0,1,,,88449004,-3214128.0,72517059.0,160869054.0,65896927.0,105929738.0,79405022.0,63437132.0,-3214128.0,72517059.0,160869054.0,65896927.0,105929738.0,79405022.0,63437132.0
20131125,97522283,145222355,143416540,134705147,175987478,1,0,0,0,0,0,0,,,60355364,37166919.0,-3214128.0,72517059.0,160869054.0,65896927.0,105929738.0,79405022.0,37166919.0,-3214128.0,72517059.0,160869054.0,65896927.0,105929738.0,79405022.0
20131126,188023955,165943591,173549641,170112074,147891369,0,1,0,0,0,0,0,,,91230946,96793009.0,37166919.0,-3214128.0,72517059.0,160869054.0,65896927.0,105929738.0,96793009.0,37166919.0,-3214128.0,72517059.0,160869054.0,65896927.0,105929738.0
20131127,181397027,149019647,158376990,177181307,123495252,0,0,1,0,0,0,0,,,79919049,101477978.0,96793009.0,37166919.0,-3214128.0,72517059.0,160869054.0,65896927.0,101477978.0,96793009.0,37166919.0,-3214128.0,72517059.0,160869054.0,65896927.0
20131128,152083973,236672974,148622821,219191421,105655220,0,0,0,1,0,0,0,,,178457547,-26373574.0,101477978.0,96793009.0,37166919.0,-3214128.0,72517059.0,160869054.0,-26373574.0,101477978.0,96793009.0,37166919.0,-3214128.0,72517059.0,160869054.0
20131129,152510165,139140591,116112820,249304249,90052647,0,0,0,0,1,0,0,,,107063218,45446947.0,-26373574.0,101477978.0,96793009.0,37166919.0,-3214128.0,72517059.0,45446947.0,-26373574.0,101477978.0,96793009.0,37166919.0,-3214128.0,72517059.0
20131130,144836611,85234876,85621804,123652022,60697754,0,0,0,0,0,1,0,,,96242909,48593702.0,45446947.0,-26373574.0,101477978.0,96793009.0,37166919.0,-3214128.0,48593702.0,45446947.0,-26373574.0,101477978.0,96793009.0,37166919.0,-3214128.0
20131201,94687796,97522283,98492364,158993537,109705314,0,0,0,0,0,0,1,,,76461088,18226708.0,48593702.0,45446947.0,-26373574.0,101477978.0,96793009.0,37166919.0,18226708.0,48593702.0,45446947.0,-26373574.0,101477978.0,96793009.0,37166919.0
20131202,179080325,188023955,145222355,143416540,134705147,1,0,0,0,0,0,0,,,95291329,83788996.0,18226708.0,48593702.0,45446947.0,-26373574.0,101477978.0,96793009.0,83788996.0,18226708.0,48593702.0,45446947.0,-26373574.0,101477978.0,96793009.0
20131203,207768089,181397027,165943591,173549641,170112074,0,1,0,0,0,0,0,,,107045755,100722334.0,83788996.0,18226708.0,48593702.0,45446947.0,-26373574.0,101477978.0,100722334.0,83788996.0,18226708.0,48593702.0,45446947.0,-26373574.0,101477978.0
20131204,176533224,152083973,149019647,158376990,177181307,0,0,1,0,0,0,0,,,105284341,71248883.0,100722334.0,83788996.0,18226708.0,48593702.0,45446947.0,-26373574.0,71248883.0,100722334.0,83788996.0,18226708.0,48593702.0,45446947.0,-26373574.0
20131205,253181565,152510165,236672974,148622821,219191421,0,0,0,1,0,0,0,,,91187713,161993852.0,71248883.0,100722334.0,83788996.0,18226708.0,48593702.0,45446947.0,161993852.0,71248883.0,100722334.0,83788996.0,18226708.0,48593702.0,45446947.0
20131206,152989262,144836611,139140591,116112820,249304249,0,0,0,0,1,0,0,,,75925859,77063403.0,161993852.0,71248883.0,100722334.0,83788996.0,18226708.0,48593702.0,77063403.0,161993852.0,71248883.0,100722334.0,83788996.0,18226708.0,48593702.0
20131207,198597129,94687796,85234876,85621804,123652022,0,0,0,0,0,1,0,,,92725974,105871155.0,77063403.0,161993852.0,71248883.0,100722334.0,83788996.0,18226708.0,105871155.0,77063403.0,161993852.0,71248883.0,100722334.0,83788996.0,18226708.0
20131208,116093484,179080325,97522283,98492364,158993537,0,0,0,0,0,0,1,,,53512763,62580721.0,105871155.0,77063403.0,161993852.0,71248883.0,100722334.0,83788996.0,62580721.0,105871155.0,77063403.0,161993852.0,71248883.0,100722334.0,83788996.0
20131209,127532403,207768089,188023955,145222355,143416540,1,0,0,0,0,0,0,,,53648650,73883753.0,62580721.0,105871155.0,77063403.0,161993852.0,71248883.0,100722334.0,73883753.0,62580721.0,105871155.0,77063403.0,161993852.0,71248883.0,100722334.0
20131210,214664521,176533224,181397027,165943591,173549641,0,1,0,0,0,0,0,,,152407205,62257316.0,73883753.0,62580721.0,105871155.0,77063403.0,161993852.0,71248883.0,62257316.0,73883753.0,62580721.0,105871155.0,77063403.0,161993852.0,71248883.0
20131211,281121012,253181565,152083973,149019647,158376990,0,0,1,0,0,0,0,,,78077384,203043628.0,62257316.0,73883753.0,62580721.0,105871155.0,77063403.0,161993852.0,203043628.0,62257316.0,73883753.0,62580721.0,105871155.0,77063403.0,161993852.0
20131212,316266609,152989262,152510165,236672974,148622821,0,0,0,1,0,0,0,,,126368276,189898333.0,203043628.0,62257316.0,73883753.0,62580721.0,105871155.0,77063403.0,189898333.0,203043628.0,62257316.0,73883753.0,62580721.0,105871155.0,77063403.0
20131213,172183635,198597129,144836611,139140591,116112820,0,0,0,0,1,0,0,,,117455386,54728249.0,189898333.0,203043628.0,62257316.0,73883753.0,62580721.0,105871155.0,54728249.0,189898333.0,203043628.0,62257316.0,73883753.0,62580721.0,105871155.0
20131214,146722615,116093484,94687796,85234876,85621804,0,0,0,0,0,1,0,,,83443683,63278932.0,54728249.0,189898333.0,203043628.0,62257316.0,73883753.0,62580721.0,63278932.0,54728249.0,189898333.0,203043628.0,62257316.0,73883753.0,62580721.0
20131215,134839018,127532403,179080325,97522283,98492364,0,0,0,0,0,0,1,,,73250223,61588795.0,63278932.0,54728249.0,189898333.0,203043628.0,62257316.0,73883753.0,61588795.0,63278932.0,54728249.0,189898333.0,203043628.0,62257316.0,73883753.0
20131216,119396143,214664521,207768089,188023955,145222355,1,0,0,0,0,0,0,,,59674345,59721798.0,61588795.0,63278932.0,54728249.0,189898333.0,203043628.0,62257316.0,59721798.0,61588795.0,63278932.0,54728249.0,189898333.0,203043628.0,62257316.0
20131217,188230089,281121012,176533224,181397027,165943591,0,1,0,0,0,0,0,,,86266515,101963574.0,59721798.0,61588795.0,63278932.0,54728249.0,189898333.0,203043628.0,101963574.0,59721798.0,61588795.0,63278932.0,54728249.0,189898333.0,203043628.0
20131218,212780998,316266609,253181565,152083973,149019647,0,0,1,0,0,0,0,,,109073593,103707405.0,101963574.0,59721798.0,61588795.0,63278932.0,54728249.0,189898333.0,103707405.0,101963574.0,59721798.0,61588795.0,63278932.0,54728249.0,189898333.0
20131219,190985922,172183635,152989262,152510165,236672974,0,0,0,1,0,0,0,,,91560802,99425120.0,103707405.0,101963574.0,59721798.0,61588795.0,63278932.0,54728249.0,99425120.0,103707405.0,101963574.0,59721798.0,61588795.0,63278932.0,54728249.0
20131220,144026114,146722615,198597129,144836611,139140591,0,0,0,0,1,0,0,,,112370684,31655430.0,99425120.0,103707405.0,101963574.0,59721798.0,61588795.0,63278932.0,31655430.0,99425120.0,103707405.0,101963574.0,59721798.0,61588795.0,63278932.0
20131221,131176893,134839018,116093484,94687796,85234876,0,0,0,0,0,1,0,,,148188232,-17011339.0,31655430.0,99425120.0,103707405.0,101963574.0,59721798.0,61588795.0,-17011339.0,31655430.0,99425120.0,103707405.0,101963574.0,59721798.0,61588795.0
20131222,91445173,119396143,127532403,179080325,97522283,0,0,0,0,0,0,1,,,59536553,31908620.0,-17011339.0,31655430.0,99425120.0,103707405.0,101963574.0,59721798.0,31908620.0,-17011339.0,31655430.0,99425120.0,103707405.0,101963574.0,59721798.0
20131223,140558599,188230089,214664521,207768089,188023955,1,0,0,0,0,0,0,,,56877147,83681452.0,31908620.0,-17011339.0,31655430.0,99425120.0,103707405.0,101963574.0,83681452.0,31908620.0,-17011339.0,31655430.0,99425120.0,103707405.0,101963574.0
20131224,190330016,212780998,281121012,176533224,181397027,0,1,0,0,0,0,0,,,179886396,10443620.0,83681452.0,31908620.0,-17011339.0,31655430.0,99425120.0,103707405.0,10443620.0,83681452.0,31908620.0,-17011339.0,31655430.0,99425120.0,103707405.0
20131225,182690432,190985922,316266609,253181565,152083973,0,0,1,0,0,0,0,,,133342747,49347685.0,10443620.0,83681452.0,31908620.0,-17011339.0,31655430.0,99425120.0,49347685.0,10443620.0,83681452.0,31908620.0,-17011339.0,31655430.0,99425120.0
20131226,153343940,144026114,172183635,152989262,152510165,0,0,0,1,0,0,0,,,212312830,-58968890.0,49347685.0,10443620.0,83681452.0,31908620.0,-17011339.0,31655430.0,-58968890.0,49347685.0,10443620.0,83681452.0,31908620.0,-17011339.0,31655430.0
20131227,187935531,131176893,146722615,198597129,144836611,0,0,0,0,1,0,0,,,146764679,41170852.0,-58968890.0,49347685.0,10443620.0,83681452.0,31908620.0,-17011339.0,41170852.0,-58968890.0,49347685.0,10443620.0,83681452.0,31908620.0,-17011339.0
20131228,173898861,91445173,134839018,116093484,94687796,0,0,0,0,0,1,0,,,252417542,-78518681.0,41170852.0,-58968890.0,49347685.0,10443620.0,83681452.0,31908620.0,-78518681.0,41170852.0,-58968890.0,49347685.0,10443620.0,83681452.0,31908620.0
20131229,199852196,140558599,119396143,127532403,179080325,0,0,0,0,0,0,1,,,101848650,98003546.0,-78518681.0,41170852.0,-58968890.0,49347685.0,10443620.0,83681452.0,98003546.0,-78518681.0,41170852.0,-58968890.0,49347685.0,10443620.0,83681452.0
20131230,173772752,190330016,188230089,214664521,207768089,1,0,0,0,0,0,0,,,74663175,99109577.0,98003546.0,-78518681.0,41170852.0,-58968890.0,49347685.0,10443620.0,99109577.0,98003546.0,-78518681.0,41170852.0,-58968890.0,49347685.0,10443620.0
20131231,286491118,182690432,212780998,281121012,176533224,0,1,0,0,0,0,0,,,103985798,182505320.0,99109577.0,98003546.0,-78518681.0,41170852.0,-58968890.0,49347685.0,182505320.0,99109577.0,98003546.0,-78518681.0,41170852.0,-58968890.0,49347685.0
20140101,326974771,153343940,190985922,316266609,253181565,0,0,1,0,0,0,0,,,113254499,213720272.0,182505320.0,99109577.0,98003546.0,-78518681.0,41170852.0,-58968890.0,213720272.0,182505320.0,99109577.0,98003546.0,-78518681.0,41170852.0,-58968890.0
20140102,335862570,187935531,144026114,172183635,152989262,0,0,0,1,0,0,0,,,77073258,258789312.0,213720272.0,182505320.0,99109577.0,98003546.0,-78518681.0,41170852.0,258789312.0,213720272.0,182505320.0,99109577.0,98003546.0,-78518681.0,41170852.0
20140103,301179400,173898861,131176893,146722615,198597129,0,0,0,0,1,0,0,,,124541441,176637959.0,258789312.0,213720272.0,182505320.0,99109577.0,98003546.0,-78518681.0,176637959.0,258789312.0,213720272.0,182505320.0,99109577.0,98003546.0,-78518681.0
20140104,291336871,199852196,91445173,134839018,116093484,0,0,0,0,0,1,0,,,115361983,175974888.0,176637959.0,258789312.0,213720272.0,182505320.0,99109577.0,98003546.0,175974888.0,176637959.0,258789312.0,213720272.0,182505320.0,99109577.0,98003546.0
20140105,155828144,173772752,140558599,119396143,127532403,0,0,0,0,0,0,1,,,71718874,84109270.0,175974888.0,176637959.0,258789312.0,213720272.0,182505320.0,99109577.0,84109270.0,175974888.0,176637959.0,258789312.0,213720272.0,182505320.0,99109577.0
20140106,321343539,286491118,190330016,188230089,214664521,1,0,0,0,0,0,0,,,106824899,214518640.0,84109270.0,175974888.0,176637959.0,258789312.0,213720272.0,182505320.0,214518640.0,84109270.0,175974888.0,176637959.0,258789312.0,213720272.0,182505320.0
20140107,371683914,326974771,182690432,212780998,281121012,0,1,0,0,0,0,0,,,139233405,232450509.0,214518640.0,84109270.0,175974888.0,176637959.0,258789312.0,213720272.0,232450509.0,214518640.0,84109270.0,175974888.0,176637959.0,258789312.0,213720272.0
20140108,339901798,335862570,153343940,190985922,316266609,0,0,1,0,0,0,0,,,110203644,229698154.0,232450509.0,214518640.0,84109270.0,175974888.0,176637959.0,258789312.0,229698154.0,232450509.0,214518640.0,84109270.0,175974888.0,176637959.0,258789312.0
20140109,271765172,301179400,187935531,144026114,172183635,0,0,0,1,0,0,0,,,115536959,156228213.0,229698154.0,232450509.0,214518640.0,84109270.0,175974888.0,176637959.0,156228213.0,229698154.0,232450509.0,214518640.0,84109270.0,175974888.0,176637959.0
20140110,345036273,291336871,173898861,131176893,146722615,0,0,0,0,1,0,0,,,121195295,223840978.0,156228213.0,229698154.0,232450509.0,214518640.0,84109270.0,175974888.0,223840978.0,156228213.0,229698154.0,232450509.0,214518640.0,84109270.0,175974888.0
20140111,296993855,155828144,199852196,91445173,134839018,0,0,0,0,0,1,0,,,119859597,177134258.0,223840978.0,156228213.0,229698154.0,232450509.0,214518640.0,84109270.0,177134258.0,223840978.0,156228213.0,229698154.0,232450509.0,214518640.0,84109270.0
20140112,178289447,321343539,173772752,140558599,119396143,0,0,0,0,0,0,1,,,116820618,61468829.0,177134258.0,223840978.0,156228213.0,229698154.0,232450509.0,214518640.0,61468829.0,177134258.0,223840978.0,156228213.0,229698154.0,232450509.0,214518640.0
20140113,192128885,371683914,286491118,190330016,188230089,1,0,0,0,0,0,0,,,80041533,112087352.0,61468829.0,177134258.0,223840978.0,156228213.0,229698154.0,232450509.0,112087352.0,61468829.0,177134258.0,223840978.0,156228213.0,229698154.0,232450509.0
20140114,292143045,339901798,326974771,182690432,212780998,0,1,0,0,0,0,0,,,164389088,127753957.0,112087352.0,61468829.0,177134258.0,223840978.0,156228213.0,229698154.0,127753957.0,112087352.0,61468829.0,177134258.0,223840978.0,156228213.0,229698154.0
20140115,337203610,271765172,335862570,153343940,190985922,0,0,1,0,0,0,0,,,194979118,142224492.0,127753957.0,112087352.0,61468829.0,177134258.0,223840978.0,156228213.0,142224492.0,127753957.0,112087352.0,61468829.0,177134258.0,223840978.0,156228213.0
20140116,233318844,345036273,301179400,187935531,144026114,0,0,0,1,0,0,0,,,114905112,118413732.0,142224492.0,127753957.0,112087352.0,61468829.0,177134258.0,223840978.0,118413732.0,142224492.0,127753957.0,112087352.0,61468829.0,177134258.0,223840978.0
20140117,490563564,296993855,291336871,173898861,131176893,0,0,0,0,1,0,0,,,136931314,353632250.0,118413732.0,142224492.0,127753957.0,112087352.0,61468829.0,177134258.0,353632250.0,118413732.0,142224492.0,127753957.0,112087352.0,61468829.0,177134258.0
20140118,262046075,178289447,155828144,199852196,91445173,0,0,0,0,0,1,0,,,154263565,107782510.0,353632250.0,118413732.0,142224492.0,127753957.0,112087352.0,61468829.0,107782510.0,353632250.0,118413732.0,142224492.0,127753957.0,112087352.0,61468829.0
20140119,184240864,192128885,321343539,173772752,140558599,0,0,0,0,0,0,1,,,107190052,77050812.0,107782510.0,353632250.0,118413732.0,142224492.0,127753957.0,112087352.0,77050812.0,107782510.0,353632250.0,118413732.0,142224492.0,127753957.0,112087352.0
20140120,301523785,292143045,371683914,286491118,190330016,1,0,0,0,0,0,0,,,117846810,183676975.0,77050812.0,107782510.0,353632250.0,118413732.0,142224492.0,127753957.0,183676975.0,77050812.0,107782510.0,353632250.0,118413732.0,142224492.0,127753957.0
20140121,312028349,337203610,339901798,326974771,182690432,0,1,0,0,0,0,0,,,259973410,52054939.0,183676975.0,77050812.0,107782510.0,353632250.0,118413732.0,142224492.0,52054939.0,183676975.0,77050812.0,107782510.0,353632250.0,118413732.0,142224492.0
20140122,337095722,233318844,271765172,335862570,153343940,0,0,1,0,0,0,0,,,176724296,160371426.0,52054939.0,183676975.0,77050812.0,107782510.0,353632250.0,118413732.0,160371426.0,52054939.0,183676975.0,77050812.0,107782510.0,353632250.0,118413732.0
20140123,462593233,490563564,345036273,301179400,187935531,0,0,0,1,0,0,0,,,183458941,279134292.0,160371426.0,52054939.0,183676975.0,77050812.0,107782510.0,353632250.0,279134292.0,160371426.0,52054939.0,183676975.0,77050812.0,107782510.0,353632250.0
20140124,294368520,262046075,296993855,291336871,173898861,0,0,0,0,1,0,0,,,332744686,-38376166.0,279134292.0,160371426.0,52054939.0,183676975.0,77050812.0,107782510.0,-38376166.0,279134292.0,160371426.0,52054939.0,183676975.0,77050812.0,107782510.0
20140125,450511317,184240864,178289447,155828144,199852196,0,0,0,0,0,1,0,,,188651670,261859647.0,-38376166.0,279134292.0,160371426.0,52054939.0,183676975.0,77050812.0,261859647.0,-38376166.0,279134292.0,160371426.0,52054939.0,183676975.0,77050812.0
20140126,349192126,301523785,192128885,321343539,173772752,0,0,0,0,0,0,1,,,131010888,218181238.0,261859647.0,-38376166.0,279134292.0,160371426.0,52054939.0,183676975.0,218181238.0,261859647.0,-38376166.0,279134292.0,160371426.0,52054939.0,183676975.0
20140127,446945594,312028349,292143045,371683914,286491118,1,0,0,0,0,0,0,,,214348269,232597325.0,218181238.0,261859647.0,-38376166.0,279134292.0,160371426.0,52054939.0,232597325.0,218181238.0,261859647.0,-38376166.0,279134292.0,160371426.0,52054939.0
20140128,715461017,337095722,337203610,339901798,326974771,0,1,0,0,0,0,0,,,260269121,455191896.0,232597325.0,218181238.0,261859647.0,-38376166.0,279134292.0,160371426.0,455191896.0,232597325.0,218181238.0,261859647.0,-38376166.0,279134292.0,160371426.0
20140129,870587680,462593233,233318844,271765172,335862570,0,0,1,0,0,0,0,,,256692351,613895329.0,455191896.0,232597325.0,218181238.0,261859647.0,-38376166.0,279134292.0,613895329.0,455191896.0,232597325.0,218181238.0,261859647.0,-38376166.0,279134292.0
20140130,1183825013,294368520,490563564,345036273,301179400,0,0,0,1,0,0,0,,,274603869,909221144.0,613895329.0,455191896.0,232597325.0,218181238.0,261859647.0,-38376166.0,909221144.0,613895329.0,455191896.0,232597325.0,218181238.0,261859647.0,-38376166.0
20140131,242566772,450511317,262046075,296993855,291336871,0,0,0,0,1,0,0,,,99811984,142754788.0,909221144.0,613895329.0,455191896.0,232597325.0,218181238.0,261859647.0,142754788.0,909221144.0,613895329.0,455191896.0,232597325.0,218181238.0,261859647.0
20140201,90124260,349192126,184240864,178289447,155828144,0,0,0,0,0,1,0,,,29125625,60998635.0,142754788.0,909221144.0,613895329.0,455191896.0,232597325.0,218181238.0,60998635.0,142754788.0,909221144.0,613895329.0,455191896.0,232597325.0,218181238.0
20140202,101183694,446945594,301523785,192128885,321343539,0,0,0,0,0,0,1,,,51483587,49700107.0,60998635.0,142754788.0,909221144.0,613895329.0,455191896.0,232597325.0,49700107.0,60998635.0,142754788.0,909221144.0,613895329.0,455191896.0,232597325.0
