report_date,yesterday_redeem,week1_redeem,week2_redeem,week3_redeem,week4_redeem,MON,TUE,WED,THU,FRI,SAT,SUN,dayofmonth_percent,shouldwork,yesterday_purchase
20140510,158473997,174430184,110439209,161932743,177456118,0,0,0,0,0,1,0,0.3225806452,0,265472393
20140511,258495276,282088123,241292798,175154181,199455537,0,0,0,0,0,0,1,0.3548387097,0,227672886
20140512,142970887,324920452,413667536,416482875,315904149,1,0,0,0,0,0,0,0.3870967742,1,208480221
20140513,338432936,295986647,340918574,329994810,333481946,0,1,0,0,0,0,0,0.4193548387,1,285228437
20140514,250343867,221742769,274590040,289670313,258644563,0,0,1,0,0,0,0,0.4516129032,1,362372059
20140515,297491596,267751934,113440731,348965167,259158950,0,0,0,1,0,0,0,0.4838709677,1,290208996
20140516,435249186,158473997,103269793,231507912,212558260,0,0,0,0,1,0,0,0.5161290323,1,303286621
20140517,200510199,258495276,174430184,110439209,161932743,0,0,0,0,0,1,0,0.5483870968,0,254644568
20140518,179594252,142970887,282088123,241292798,175154181,0,0,0,0,0,0,1,0.5806451613,0,116291491
20140519,145479624,338432936,324920452,413667536,416482875,1,0,0,0,0,0,0,0.6129032258,1,161097108
20140520,422101826,250343867,295986647,340918574,329994810,0,1,0,0,0,0,0,0.6451612903,1,347718384
20140521,197106347,297491596,221742769,274590040,289670313,0,0,1,0,0,0,0,0.6774193548,1,286615315
20140522,292385050,435249186,267751934,113440731,348965167,0,0,0,1,0,0,0,0.7096774194,1,241015636
20140523,295631432,200510199,158473997,103269793,231507912,0,0,0,0,1,0,0,0.7419354839,1,273390048
20140524,223981714,179594252,258495276,174430184,110439209,0,0,0,0,0,1,0,0.7741935484,0,200156003
20140525,233305829,145479624,142970887,282088123,241292798,0,0,0,0,0,0,1,0.8064516129,0,141641047
20140526,147245163,422101826,338432936,324920452,413667536,1,0,0,0,0,0,0,0.8387096774,1,169866612
20140527,415178334,197106347,250343867,295986647,340918574,0,1,0,0,0,0,0,0.8709677419,1,266803815
20140528,369000169,292385050,297491596,221742769,274590040,0,0,1,0,0,0,0,0.9032258065,1,249676185
20140529,381785376,295631432,435249186,267751934,113440731,0,0,0,1,0,0,0,0.935483871,1,268930576
20140530,402129748,223981714,200510199,158473997,103269793,0,0,0,0,1,0,0,0.9677419355,1,339227554
20140531,276489019,233305829,179594252,258495276,174430184,0,0,0,0,0,1,0,1,0,248860973
20140601,153225467,147245163,145479624,142970887,282088123,0,0,0,0,0,0,1,0.0333333333,0,128370165
20140602,111076626,415178334,422101826,338432936,324920452,1,0,0,0,0,0,0,0.0666666667,0,143942297
20140603,157408750,369000169,197106347,250343867,295986647,0,1,0,0,0,0,0,0.1,1,176770324
20140604,372184784,381785376,292385050,297491596,221742769,0,0,1,0,0,0,0,0.1333333333,1,285424724
20140605,327061084,402129748,295631432,435249186,267751934,0,0,0,1,0,0,0,0.1666666667,1,275697613
20140606,302841375,276489019,223981714,200510199,158473997,0,0,0,0,1,0,0,0.2,1,309000179
20140607,217295228,153225467,233305829,179594252,258495276,0,0,0,0,0,1,0,0.2333333333,0,255880246
20140608,206165504,111076626,147245163,145479624,142970887,0,0,0,0,0,0,1,0.2666666667,0,155141863
20140609,180076832,157408750,415178334,422101826,338432936,1,0,0,0,0,0,0,0.3,1,181144835
20140610,241085611,372184784,369000169,197106347,250343867,0,1,0,0,0,0,0,0.3333333333,1,442360742
20140611,282137606,327061084,381785376,292385050,297491596,0,0,1,0,0,0,0,0.3666666667,1,389636668
20140612,277431859,302841375,402129748,295631432,435249186,0,0,0,1,0,0,0,0.4,1,311384505
20140613,256164551,217295228,276489019,223981714,200510199,0,0,0,0,1,0,0,0.4333333333,1,267188252
20140614,284281673,206165504,153225467,233305829,179594252,0,0,0,0,0,1,0,0.4666666667,0,256177180
20140615,289810759,180076832,111076626,147245163,145479624,0,0,0,0,0,0,1,0.5,0,148539864
20140616,217992393,241085611,157408750,415178334,422101826,1,0,0,0,0,0,0,0.5333333333,1,201999390
20140617,383963086,282137606,372184784,369000169,197106347,0,1,0,0,0,0,0,0.5666666667,1,336917078
20140618,331341050,277431859,327061084,381785376,292385050,0,0,1,0,0,0,0,0.6,1,324524255
20140619,358972950,256164551,302841375,402129748,295631432,0,0,0,1,0,0,0,0.6333333333,1,266480068
20140620,322086055,284281673,217295228,276489019,223981714,0,0,0,0,1,0,0,0.6666666667,1,282577514
20140621,333222993,289810759,206165504,153225467,233305829,0,0,0,0,0,1,0,0.7,0,226974141
20140622,169065467,217992393,180076832,111076626,147245163,0,0,0,0,0,0,1,0.7333333333,0,186364721
20140623,232029485,383963086,241085611,157408750,415178334,1,0,0,0,0,0,0,0.7666666667,1,143403001
20140624,444554691,331341050,282137606,372184784,369000169,0,1,0,0,0,0,0,0.8,1,304220528
20140625,342707532,358972950,277431859,327061084,381785376,0,0,1,0,0,0,0,0.8333333333,1,298405851
20140626,319358448,322086055,256164551,302841375,402129748,0,0,0,1,0,0,0,0.8666666667,1,271335080
20140627,498151313,333222993,284281673,217295228,276489019,0,0,0,0,1,0,0,0.9,1,223576983
20140628,307276813,169065467,289810759,206165504,153225467,0,0,0,0,0,1,0,0.9333333333,0,186455771
20140629,199382031,232029485,217992393,180076832,111076626,0,0,0,0,0,0,1,0.9666666667,0,181197896
20140630,238934317,444554691,383963086,241085611,157408750,1,0,0,0,0,0,0,1,1,171945311
20140701,425796747,342707532,331341050,282137606,372184784,0,1,0,0,0,0,0,0.0322580645,1,331665096
20140702,358485374,319358448,358972950,277431859,327061084,0,0,1,0,0,0,0,0.064516129,1,379361211
20140703,364268994,498151313,322086055,256164551,302841375,0,0,0,1,0,0,0,0.0967741935,1,301263008
20140704,257959811,307276813,333222993,284281673,217295228,0,0,0,0,1,0,0,0.1290322581,1,205360896
20140705,253548445,199382031,169065467,289810759,206165504,0,0,0,0,0,1,0,0.1612903226,0,221546458
20140706,168602028,238934317,232029485,217992393,180076832,0,0,0,0,0,0,1,0.1935483871,0,162447667
20140707,250453540,425796747,444554691,383963086,241085611,1,0,0,0,0,0,0,0.2258064516,1,163090528
20140708,332660498,358485374,342707532,331341050,282137606,0,1,0,0,0,0,0,0.2580645161,1,330300280
20140709,363952447,364268994,319358448,358972950,277431859,0,0,1,0,0,0,0,0.2903225806,1,237821679
20140710,308883169,257959811,498151313,322086055,256164551,0,0,0,1,0,0,0,0.3225806452,1,254180106
20140711,322207184,253548445,307276813,333222993,284281673,0,0,0,0,1,0,0,0.3548387097,1,277110154
20140712,266630674,168602028,199382031,169065467,289810759,0,0,0,0,0,1,0,0.3870967742,0,233743113
20140713,173485119,250453540,238934317,232029485,217992393,0,0,0,0,0,0,1,0.4193548387,0,149584303
20140714,218339981,332660498,425796747,444554691,383963086,1,0,0,0,0,0,0,0.4516129032,1,142610813
20140715,272164963,363952447,358485374,342707532,331341050,0,1,0,0,0,0,0,0.4838709677,1,246080213
20140716,369452520,308883169,364268994,319358448,358972950,0,0,1,0,0,0,0,0.5161290323,1,299355385
20140717,278415089,322207184,257959811,498151313,322086055,0,0,0,1,0,0,0,0.5483870968,1,277080654
20140718,204597291,266630674,253548445,307276813,333222993,0,0,0,0,1,0,0,0.5806451613,1,254493213
20140719,162854740,173485119,168602028,199382031,169065467,0,0,0,0,0,1,0,0.6129032258,0,191967546
20140720,122809272,218339981,250453540,238934317,232029485,0,0,0,0,0,0,1,0.6451612903,0,153934641
20140721,157986108,272164963,332660498,425796747,444554691,1,0,0,0,0,0,0,0.6774193548,1,174324225
20140722,325273684,369452520,363952447,358485374,342707532,0,1,0,0,0,0,0,0.7096774194,1,241509367
20140723,307691465,278415089,308883169,364268994,319358448,0,0,1,0,0,0,0,0.7419354839,1,222479621
20140724,289004852,204597291,322207184,257959811,498151313,0,0,0,1,0,0,0,0.7741935484,1,281820273
20140725,284291000,162854740,266630674,253548445,307276813,0,0,0,0,1,0,0,0.8064516129,1,257332381
20140726,233005216,122809272,173485119,168602028,199382031,0,0,0,0,0,1,0,0.8387096774,0,203397102
20140727,152163398,157986108,218339981,250453540,238934317,0,0,0,0,0,0,1,0.8709677419,0,198457820
20140728,281734449,325273684,272164963,332660498,425796747,1,0,0,0,0,0,0,0.9032258065,1,162389176
20140729,393656353,307691465,369452520,363952447,358485374,0,1,0,0,0,0,0,0.935483871,1,253136439
20140730,185509598,289004852,278415089,308883169,364268994,0,0,1,0,0,0,0,0.9677419355,1,325692942
20140731,278053927,284291000,204597291,322207184,257959811,0,0,0,1,0,0,0,1,1,239088792
20140801,269628521,233005216,162854740,266630674,253548445,0,0,0,0,1,0,0,0.0322580645,1,228056623
20140802,282593743,152163398,122809272,173485119,168602028,0,0,0,0,0,1,0,0.064516129,0,378242546
20140803,162090956,281734449,157986108,218339981,250453540,0,0,0,0,0,0,1,0.0967741935,0,152120792
20140804,121165959,393656353,325273684,272164963,332660498,1,0,0,0,0,0,0,0.1290322581,1,154077981
20140805,248676024,185509598,307691465,369452520,363952447,0,1,0,0,0,0,0,0.1612903226,1,254890053
20140806,278473251,278053927,289004852,278415089,308883169,0,0,1,0,0,0,0,0.1935483871,1,311680953
20140807,247713799,269628521,284291000,204597291,322207184,0,0,0,1,0,0,0,0.2258064516,1,269143684
20140808,283816788,282593743,233005216,162854740,266630674,0,0,0,0,1,0,0,0.2580645161,1,256485155
20140809,204391027,162090956,152163398,122809272,173485119,0,0,0,0,0,1,0,0.2903225806,0,228097887
20140810,143619719,121165959,281734449,157986108,218339981,0,0,0,0,0,0,1,0.3225806452,0,146751994
20140811,223625820,248676024,393656353,325273684,272164963,1,0,0,0,0,0,0,0.3548387097,1,164174384
20140812,385895199,278473251,185509598,307691465,369452520,0,1,0,0,0,0,0,0.3870967742,1,284695009
20140813,254258310,247713799,278053927,289004852,278415089,0,0,1,0,0,0,0,0.4193548387,1,260705801
20140814,308734578,283816788,269628521,284291000,204597291,0,0,0,1,0,0,0,0.4516129032,1,262139305
20140815,252702796,204391027,282593743,233005216,162854740,0,0,0,0,1,0,0,0.4838709677,1,248894735
20140816,221094668,143619719,162090956,152163398,122809272,0,0,0,0,0,1,0,0.5161290323,0,268968079
20140817,158797400,223625820,121165959,281734449,157986108,0,0,0,0,0,0,1,0.5483870968,0,158553438
20140818,194379633,385895199,248676024,393656353,325273684,1,0,0,0,0,0,0,0.5806451613,1,161198309
20140819,385940924,254258310,278473251,185509598,307691465,0,1,0,0,0,0,0,0.6129032258,1,280533543
20140820,247704409,308734578,247713799,278053927,289004852,0,0,1,0,0,0,0,0.6451612903,1,236052637
20140821,244720592,252702796,283816788,269628521,284291000,0,0,0,1,0,0,0,0.6774193548,1,209205785
20140822,185570807,221094668,204391027,282593743,233005216,0,0,0,0,1,0,0,0.7096774194,1,234392568
20140823,232911054,158797400,143619719,162090956,152163398,0,0,0,0,0,1,0,0.7419354839,0,182566127
20140824,196780196,194379633,223625820,121165959,281734449,0,0,0,0,0,0,1,0.7741935484,0,154613502
20140825,209908787,385940924,385895199,248676024,393656353,1,0,0,0,0,0,0,0.8064516129,1,134164401
20140826,264492485,247704409,254258310,278473251,185509598,0,1,0,0,0,0,0,0.8387096774,1,283116043
20140827,271225580,244720592,308734578,247713799,278053927,0,0,1,0,0,0,0,0.8709677419,1,241046273
20140828,345649378,185570807,252702796,283816788,269628521,0,0,0,1,0,0,0,0.9032258065,1,227515169
20140829,327274182,232911054,221094668,204391027,282593743,0,0,0,0,1,0,0,0.935483871,1,240376956
20140830,359195182,196780196,158797400,143619719,162090956,0,0,0,0,0,1,0,0.9677419355,0,214114844
20140831,201759798,209908787,194379633,223625820,121165959,0,0,0,0,0,0,1,1,0,183547267
