report_date,yesterday_purchase,week1_purchase,week2_purchase,week3_purchase,week4_purchase,MON,TUE,WED,THU,FRI,SAT,SUN,dayofmonth_percent,shouldwork
20140606,309000179,248860973,200156003,254644568,265472393,0,0,0,0,1,0,0,0.2,1
20140607,255880246,128370165,141641047,116291491,227672886,0,0,0,0,0,1,0,0.2333333333,0
20140608,155141863,143942297,169866612,161097108,208480221,0,0,0,0,0,0,1,0.2666666667,0
20140609,181144835,176770324,266803815,347718384,285228437,1,0,0,0,0,0,0,0.3,1
20140610,442360742,285424724,249676185,286615315,362372059,0,1,0,0,0,0,0,0.3333333333,1
20140611,389636668,275697613,268930576,241015636,290208996,0,0,1,0,0,0,0,0.3666666667,1
20140612,311384505,309000179,339227554,273390048,303286621,0,0,0,1,0,0,0,0.4,1
20140613,267188252,255880246,248860973,200156003,254644568,0,0,0,0,1,0,0,0.4333333333,1
20140614,256177180,155141863,128370165,141641047,116291491,0,0,0,0,0,1,0,0.4666666667,0
20140615,148539864,181144835,143942297,169866612,161097108,0,0,0,0,0,0,1,0.5,0
20140616,201999390,442360742,176770324,266803815,347718384,1,0,0,0,0,0,0,0.5333333333,1
20140617,336917078,389636668,285424724,249676185,286615315,0,1,0,0,0,0,0,0.5666666667,1
20140618,324524255,311384505,275697613,268930576,241015636,0,0,1,0,0,0,0,0.6,1
20140619,266480068,267188252,309000179,339227554,273390048,0,0,0,1,0,0,0,0.6333333333,1
20140620,282577514,256177180,255880246,248860973,200156003,0,0,0,0,1,0,0,0.6666666667,1
20140621,226974141,148539864,155141863,128370165,141641047,0,0,0,0,0,1,0,0.7,0
20140622,186364721,201999390,181144835,143942297,169866612,0,0,0,0,0,0,1,0.7333333333,0
20140623,143403001,336917078,442360742,176770324,266803815,1,0,0,0,0,0,0,0.7666666667,1
20140624,304220528,324524255,389636668,285424724,249676185,0,1,0,0,0,0,0,0.8,1
20140625,298405851,266480068,311384505,275697613,268930576,0,0,1,0,0,0,0,0.8333333333,1
20140626,271335080,282577514,267188252,309000179,339227554,0,0,0,1,0,0,0,0.8666666667,1
20140627,223576983,226974141,256177180,255880246,248860973,0,0,0,0,1,0,0,0.9,1
20140628,186455771,186364721,148539864,155141863,128370165,0,0,0,0,0,1,0,0.9333333333,0
20140629,181197896,143403001,201999390,181144835,143942297,0,0,0,0,0,0,1,0.9666666667,0
20140630,171945311,304220528,336917078,442360742,176770324,1,0,0,0,0,0,0,1,1
20140701,331665096,298405851,324524255,389636668,285424724,0,1,0,0,0,0,0,0.0322580645,1
20140702,379361211,271335080,266480068,311384505,275697613,0,0,1,0,0,0,0,0.064516129,1
20140703,301263008,223576983,282577514,267188252,309000179,0,0,0,1,0,0,0,0.0967741935,1
20140704,205360896,186455771,226974141,256177180,255880246,0,0,0,0,1,0,0,0.1290322581,1
20140705,221546458,181197896,186364721,148539864,155141863,0,0,0,0,0,1,0,0.1612903226,0
20140706,162447667,171945311,143403001,201999390,181144835,0,0,0,0,0,0,1,0.1935483871,0
20140707,163090528,331665096,304220528,336917078,442360742,1,0,0,0,0,0,0,0.2258064516,1
20140708,330300280,379361211,298405851,324524255,389636668,0,1,0,0,0,0,0,0.2580645161,1
20140709,237821679,301263008,271335080,266480068,311384505,0,0,1,0,0,0,0,0.2903225806,1
20140710,254180106,205360896,223576983,282577514,267188252,0,0,0,1,0,0,0,0.3225806452,1
20140711,277110154,221546458,186455771,226974141,256177180,0,0,0,0,1,0,0,0.3548387097,1
20140712,233743113,162447667,181197896,186364721,148539864,0,0,0,0,0,1,0,0.3870967742,0
20140713,149584303,163090528,171945311,143403001,201999390,0,0,0,0,0,0,1,0.4193548387,0
20140714,142610813,330300280,331665096,304220528,336917078,1,0,0,0,0,0,0,0.4516129032,1
20140715,246080213,237821679,379361211,298405851,324524255,0,1,0,0,0,0,0,0.4838709677,1
20140716,299355385,254180106,301263008,271335080,266480068,0,0,1,0,0,0,0,0.5161290323,1
20140717,277080654,277110154,205360896,223576983,282577514,0,0,0,1,0,0,0,0.5483870968,1
20140718,254493213,233743113,221546458,186455771,226974141,0,0,0,0,1,0,0,0.5806451613,1
20140719,191967546,149584303,162447667,181197896,186364721,0,0,0,0,0,1,0,0.6129032258,0
20140720,153934641,142610813,163090528,171945311,143403001,0,0,0,0,0,0,1,0.6451612903,0
20140721,174324225,246080213,330300280,331665096,304220528,1,0,0,0,0,0,0,0.6774193548,1
20140722,241509367,299355385,237821679,379361211,298405851,0,1,0,0,0,0,0,0.7096774194,1
20140723,222479621,277080654,254180106,301263008,271335080,0,0,1,0,0,0,0,0.7419354839,1
20140724,281820273,254493213,277110154,205360896,223576983,0,0,0,1,0,0,0,0.7741935484,1
20140725,257332381,191967546,233743113,221546458,186455771,0,0,0,0,1,0,0,0.8064516129,1
20140726,203397102,153934641,149584303,162447667,181197896,0,0,0,0,0,1,0,0.8387096774,0
20140727,198457820,174324225,142610813,163090528,171945311,0,0,0,0,0,0,1,0.8709677419,0
20140728,162389176,241509367,246080213,330300280,331665096,1,0,0,0,0,0,0,0.9032258065,1
20140729,253136439,222479621,299355385,237821679,379361211,0,1,0,0,0,0,0,0.935483871,1
20140730,325692942,281820273,277080654,254180106,301263008,0,0,1,0,0,0,0,0.9677419355,1
20140731,239088792,257332381,254493213,277110154,205360896,0,0,0,1,0,0,0,1,1
20140801,228056623,203397102,191967546,233743113,221546458,0,0,0,0,1,0,0,0.0322580645,1
20140802,378242546,198457820,153934641,149584303,162447667,0,0,0,0,0,1,0,0.064516129,0
20140803,152120792,162389176,174324225,142610813,163090528,0,0,0,0,0,0,1,0.0967741935,0
20140804,154077981,253136439,241509367,246080213,330300280,1,0,0,0,0,0,0,0.1290322581,1
20140805,254890053,325692942,222479621,299355385,237821679,0,1,0,0,0,0,0,0.1612903226,1
20140806,311680953,239088792,281820273,277080654,254180106,0,0,1,0,0,0,0,0.1935483871,1
20140807,269143684,228056623,257332381,254493213,277110154,0,0,0,1,0,0,0,0.2258064516,1
20140808,256485155,378242546,203397102,191967546,233743113,0,0,0,0,1,0,0,0.2580645161,1
20140809,228097887,152120792,198457820,153934641,149584303,0,0,0,0,0,1,0,0.2903225806,0
20140810,146751994,154077981,162389176,174324225,142610813,0,0,0,0,0,0,1,0.3225806452,0
20140811,164174384,254890053,253136439,241509367,246080213,1,0,0,0,0,0,0,0.3548387097,1
20140812,284695009,311680953,325692942,222479621,299355385,0,1,0,0,0,0,0,0.3870967742,1
20140813,260705801,269143684,239088792,281820273,277080654,0,0,1,0,0,0,0,0.4193548387,1
20140814,262139305,256485155,228056623,257332381,254493213,0,0,0,1,0,0,0,0.4516129032,1
20140815,248894735,228097887,378242546,203397102,191967546,0,0,0,0,1,0,0,0.4838709677,1
20140816,268968079,146751994,152120792,198457820,153934641,0,0,0,0,0,1,0,0.5161290323,0
20140817,158553438,164174384,154077981,162389176,174324225,0,0,0,0,0,0,1,0.5483870968,0
20140818,161198309,284695009,254890053,253136439,241509367,1,0,0,0,0,0,0,0.5806451613,1
20140819,280533543,260705801,311680953,325692942,222479621,0,1,0,0,0,0,0,0.6129032258,1
20140820,236052637,262139305,269143684,239088792,281820273,0,0,1,0,0,0,0,0.6451612903,1
20140821,209205785,248894735,256485155,228056623,257332381,0,0,0,1,0,0,0,0.6774193548,1
20140822,234392568,268968079,228097887,378242546,203397102,0,0,0,0,1,0,0,0.7096774194,1
20140823,182566127,158553438,146751994,152120792,198457820,0,0,0,0,0,1,0,0.7419354839,0
20140824,154613502,161198309,164174384,154077981,162389176,0,0,0,0,0,0,1,0.7741935484,0
20140825,134164401,280533543,284695009,254890053,253136439,1,0,0,0,0,0,0,0.8064516129,1
20140826,283116043,236052637,260705801,311680953,325692942,0,1,0,0,0,0,0,0.8387096774,1
20140827,241046273,209205785,262139305,269143684,239088792,0,0,1,0,0,0,0,0.8709677419,1
20140828,227515169,234392568,248894735,256485155,228056623,0,0,0,1,0,0,0,0.9032258065,1
20140829,240376956,182566127,268968079,228097887,378242546,0,0,0,0,1,0,0,0.935483871,1
20140830,214114844,154613502,158553438,146751994,152120792,0,0,0,0,0,1,0,0.9677419355,0
20140831,183547267,134164401,161198309,164174384,154077981,0,0,0,0,0,0,1,1,0
