report_date,yesterday_redeem,week1_redeem,week2_redeem,week3_redeem,week4_redeem,MON,TUE,WED,THU,FRI,SAT,SUN,dayofmonth_percent,shouldwork,yesterday_purchase,relative_days
20140428,191915377,295635256,415986984,176966561,423852634,1,0,0,0,0,0,0,0.9333333333,1,146837951,43
20140429,327724735,268810141,285293076,250015131,277429358,0,1,0,0,0,0,0,0.9666666667,1,324937272,43
20140430,307578349,278470936,255914640,289330278,272612066,0,0,1,0,0,0,0,1,1,330607104,43
20140501,281835975,224536754,265341592,286914864,266605457,0,0,0,1,0,0,0,0.0322580645,0,260091330,43
20140502,143362755,227764292,225952909,277077434,200192637,0,0,0,0,1,0,0,0.064516129,0,193045106,43
20140503,121222064,158122962,146374940,123295320,163199682,0,0,0,0,0,1,0,0.0967741935,0,125336258,43
20140504,199568043,191915377,161057781,178934722,139576683,0,0,0,0,0,0,1,0.1290322581,1,185094488,43
20140505,413222034,327724735,295635256,415986984,176966561,1,0,0,0,0,0,0,0.1612903226,1,303087562,44
20140506,309330781,307578349,268810141,285293076,250015131,0,1,0,0,0,0,0,0.1935483871,1,370924149,44
20140507,341108696,281835975,278470936,255914640,289330278,0,0,1,0,0,0,0,0.2258064516,1,318002728,44
20140508,239372999,143362755,224536754,265341592,286914864,0,0,0,1,0,0,0,0.2580645161,1,417327518,44
20140509,273187499,121222064,227764292,225952909,277077434,0,0,0,0,1,0,0,0.2903225806,1,392838756,44
20140510,247743971,199568043,158122962,146374940,123295320,0,0,0,0,0,1,0,0.3225806452,0,281479009,44
20140511,147248328,413222034,191915377,161057781,178934722,0,0,0,0,0,0,1,0.3548387097,0,287240171,44
20140512,152945581,309330781,327724735,295635256,415986984,1,0,0,0,0,0,0,0.3870967742,1,182424063,45
20140513,293952908,341108696,307578349,268810141,285293076,0,1,0,0,0,0,0,0.4193548387,1,325108597,45
20140514,257918375,239372999,281835975,278470936,255914640,0,0,1,0,0,0,0,0.4516129032,1,275241493,45
20140515,316225442,273187499,143362755,224536754,265341592,0,0,0,1,0,0,0,0.4838709677,1,305474522,45
20140516,238307643,247743971,121222064,227764292,225952909,0,0,0,0,1,0,0,0.5161290323,1,313367089,45
20140517,282094916,147248328,199568043,158122962,146374940,0,0,0,0,0,1,0,0.5483870968,0,231967423,45
20140518,145854372,152945581,413222034,191915377,161057781,0,0,0,0,0,0,1,0.5806451613,0,170983868,45
20140519,153440019,293952908,309330781,327724735,295635256,1,0,0,0,0,0,0,0.6129032258,1,164419642,46
20140520,293791406,257918375,341108696,307578349,268810141,0,1,0,0,0,0,0,0.6451612903,1,259077930,46
20140521,260040720,316225442,239372999,281835975,278470936,0,0,1,0,0,0,0,0.6774193548,1,453955303,46
20140522,250223726,238307643,273187499,143362755,224536754,0,0,0,1,0,0,0,0.7096774194,1,297799722,46
20140523,251108485,282094916,247743971,121222064,227764292,0,0,0,0,1,0,0,0.7419354839,1,344636549,46
20140524,229000787,145854372,147248328,199568043,158122962,0,0,0,0,0,1,0,0.7741935484,0,249546195,46
20140525,154409868,153440019,152945581,413222034,191915377,0,0,0,0,0,0,1,0.8064516129,0,160073254,46
20140526,231004758,293791406,293952908,309330781,327724735,1,0,0,0,0,0,0,0.8387096774,1,166943526,47
20140527,274707572,260040720,257918375,341108696,307578349,0,1,0,0,0,0,0,0.8709677419,1,344890868,47
20140528,321965845,250223726,316225442,239372999,281835975,0,0,1,0,0,0,0,0.9032258065,1,299049555,47
20140529,415891684,251108485,238307643,273187499,143362755,0,0,0,1,0,0,0,0.935483871,1,276134813,47
20140530,313827800,229000787,282094916,247743971,121222064,0,0,0,0,1,0,0,0.9677419355,1,320549863,47
20140531,312802179,154409868,145854372,147248328,199568043,0,0,0,0,0,1,0,1,0,226547701,47
20140601,142862063,231004758,153440019,152945581,413222034,0,0,0,0,0,0,1,0.0333333333,0,146823669,47
20140602,149829253,274707572,293791406,293952908,309330781,1,0,0,0,0,0,0,0.0666666667,0,183489775,48
20140603,170409506,321965845,260040720,257918375,341108696,0,1,0,0,0,0,0,0.1,1,158219402,48
20140604,385622582,415891684,250223726,316225442,239372999,0,0,1,0,0,0,0,0.1333333333,1,270887462,48
20140605,303978838,313827800,251108485,238307643,273187499,0,0,0,1,0,0,0,0.1666666667,1,274460744,48
20140606,355645445,312802179,229000787,282094916,247743971,0,0,0,0,1,0,0,0.2,1,380042567,48
20140607,274862067,142862063,154409868,145854372,147248328,0,0,0,0,0,1,0,0.2333333333,0,301413900,48
20140608,146203577,149829253,231004758,153440019,152945581,0,0,0,0,0,0,1,0.2666666667,0,187801995,48
20140609,169525332,170409506,274707572,293791406,293952908,1,0,0,0,0,0,0,0.3,1,302171269,49
20140610,287520152,385622582,321965845,260040720,257918375,0,1,0,0,0,0,0,0.3333333333,1,366114374,49
20140611,298190025,303978838,415891684,250223726,316225442,0,0,1,0,0,0,0,0.3666666667,1,354031597,49
20140612,246127540,355645445,313827800,251108485,238307643,0,0,0,1,0,0,0,0.4,1,327661453,49
20140613,236467885,274862067,312802179,229000787,282094916,0,0,0,0,1,0,0,0.4333333333,1,332365185,49
20140614,386799040,146203577,142862063,154409868,145854372,0,0,0,0,0,1,0,0.4666666667,0,216923770,49
20140615,229916191,169525332,149829253,231004758,153440019,0,0,0,0,0,0,1,0.5,0,181574530,49
20140616,116623756,287520152,170409506,274707572,293791406,1,0,0,0,0,0,0,0.5333333333,1,166080126,50
20140617,492349489,298190025,385622582,321965845,260040720,0,1,0,0,0,0,0,0.5666666667,1,387308484,50
20140618,502560223,246127540,303978838,415891684,250223726,0,0,1,0,0,0,0,0.6,1,270350693,50
20140619,421920230,236467885,355645445,313827800,251108485,0,0,0,1,0,0,0,0.6333333333,1,335262709,50
20140620,284956260,386799040,274862067,312802179,229000787,0,0,0,0,1,0,0,0.6666666667,1,338609087,50
20140621,286583065,229916191,146203577,142862063,154409868,0,0,0,0,0,1,0,0.7,0,251582530,50
20140622,231003775,116623756,169525332,149829253,231004758,0,0,0,0,0,0,1,0.7333333333,0,177999186,50
20140623,361285652,492349489,287520152,170409506,274707572,1,0,0,0,0,0,0,0.7666666667,1,147180819,51
20140624,373779624,502560223,298190025,385622582,321965845,0,1,0,0,0,0,0,0.8,1,232227670,51
20140625,428471509,421920230,246127540,303978838,415891684,0,0,1,0,0,0,0,0.8333333333,1,245450766,51
20140626,547295931,284956260,236467885,355645445,313827800,0,0,0,1,0,0,0,0.8666666667,1,264663201,51
20140627,418742109,286583065,386799040,274862067,312802179,0,0,0,0,1,0,0,0.9,1,297628039,51
20140628,399444352,231003775,229916191,146203577,142862063,0,0,0,0,0,1,0,0.9333333333,0,264282703,51
20140629,283400236,361285652,116623756,169525332,149829253,0,0,0,0,0,0,1,0.9666666667,0,153826161,51
20140630,261170799,373779624,492349489,287520152,170409506,1,0,0,0,0,0,0,1,1,158801540,52
20140701,456547794,428471509,502560223,298190025,385622582,0,1,0,0,0,0,0,0.0322580645,1,334054112,52
20140702,374164541,547295931,421920230,246127540,303978838,0,0,1,0,0,0,0,0.064516129,1,384428753,52
20140703,328950951,418742109,284956260,236467885,355645445,0,0,0,1,0,0,0,0.0967741935,1,384555819,52
20140704,289009780,399444352,286583065,386799040,274862067,0,0,0,0,1,0,0,0.1290322581,1,297894643,52
20140705,264494550,283400236,231003775,229916191,146203577,0,0,0,0,0,1,0,0.1612903226,0,211649838,52
20140706,272535138,261170799,361285652,116623756,169525332,0,0,0,0,0,0,1,0.1935483871,0,169383796,52
20140707,195530758,456547794,373779624,492349489,287520152,1,0,0,0,0,0,0,0.2258064516,1,199569025,53
20140708,317612569,374164541,428471509,502560223,298190025,0,1,0,0,0,0,0,0.2580645161,1,272182847,53
20140709,340453063,328950951,547295931,421920230,246127540,0,0,1,0,0,0,0,0.2903225806,1,224240103,53
20140710,269642881,289009780,418742109,284956260,236467885,0,0,0,1,0,0,0,0.3225806452,1,278005555,53
20140711,326009240,264494550,399444352,286583065,386799040,0,0,0,0,1,0,0,0.3548387097,1,283095921,53
20140712,240050748,272535138,283400236,231003775,229916191,0,0,0,0,0,1,0,0.3870967742,0,208671021,53
20140713,149081488,195530758,261170799,361285652,116623756,0,0,0,0,0,0,1,0.4193548387,0,177644343,53
20140714,199459990,317612569,456547794,373779624,492349489,1,0,0,0,0,0,0,0.4516129032,1,179759885,54
20140715,284753279,340453063,374164541,428471509,502560223,0,1,0,0,0,0,0,0.4838709677,1,254797524,54
20140716,261722182,269642881,328950951,547295931,421920230,0,0,1,0,0,0,0,0.5161290323,1,334810012,54
20140717,234775948,326009240,289009780,418742109,284956260,0,0,0,1,0,0,0,0.5483870968,1,394890140,54
20140718,298279385,240050748,264494550,399444352,286583065,0,0,0,0,1,0,0,0.5806451613,1,253011280,54
20140719,208671287,149081488,272535138,283400236,231003775,0,0,0,0,0,1,0,0.6129032258,0,208959595,54
20140720,155464283,199459990,195530758,261170799,361285652,0,0,0,0,0,0,1,0.6451612903,0,210318023,54
20140721,174462836,284753279,317612569,456547794,373779624,1,0,0,0,0,0,0,0.6774193548,1,176449304,55
20140722,434191479,261722182,340453063,374164541,428471509,0,1,0,0,0,0,0,0.7096774194,1,378088594,55
20140723,369043423,234775948,269642881,328950951,547295931,0,0,1,0,0,0,0,0.7419354839,1,243084133,55
20140724,308353077,298279385,326009240,289009780,418742109,0,0,0,1,0,0,0,0.7741935484,1,265461894,55
20140725,347622431,208671287,240050748,264494550,399444352,0,0,0,0,1,0,0,0.8064516129,1,277044480,55
20140726,262874791,155464283,149081488,272535138,283400236,0,0,0,0,0,1,0,0.8387096774,0,181641088,55
20140727,282653341,174462836,199459990,195530758,261170799,0,0,0,0,0,0,1,0.8709677419,0,128268053,55
20140728,166610652,434191479,284753279,317612569,456547794,1,0,0,0,0,0,0,0.9032258065,1,151406251,56
20140729,345986909,369043423,261722182,340453063,374164541,0,1,0,0,0,0,0,0.935483871,1,371762756,56
20140730,303480103,308353077,234775948,269642881,328950951,0,0,1,0,0,0,0,0.9677419355,1,228093046,56
20140731,250117716,347622431,298279385,326009240,289009780,0,0,0,1,0,0,0,1,1,209917272,56
20140801,277194379,262874791,208671287,240050748,264494550,0,0,0,0,1,0,0,0.0322580645,1,191728916,56
20140802,252540858,282653341,155464283,149081488,272535138,0,0,0,0,0,1,0,0.064516129,0,374884735,56
20140803,172250225,166610652,174462836,199459990,195530758,0,0,0,0,0,0,1,0.0967741935,0,189092130,56
20140804,127125217,345986909,434191479,284753279,317612569,1,0,0,0,0,0,0,0.1290322581,1,173825397,57
20140805,322907524,303480103,369043423,261722182,340453063,0,1,0,0,0,0,0,0.1612903226,1,330640884,57
20140806,221706539,250117716,308353077,234775948,269642881,0,0,1,0,0,0,0,0.1935483871,1,394780870,57
20140807,282346594,277194379,347622431,298279385,326009240,0,0,0,1,0,0,0,0.2258064516,1,288821016,57
20140808,253659514,252540858,262874791,208671287,240050748,0,0,0,0,1,0,0,0.2580645161,1,247646474,57
20140809,311648757,172250225,282653341,155464283,149081488,0,0,0,0,0,1,0,0.2903225806,0,233903717,57
20140810,163611708,127125217,166610652,174462836,199459990,0,0,0,0,0,0,1,0.3225806452,0,160262764,57
20140811,189909225,322907524,345986909,434191479,284753279,1,0,0,0,0,0,0,0.3548387097,1,259534870,58
20140812,418603336,221706539,303480103,369043423,261722182,0,1,0,0,0,0,0,0.3870967742,1,331550471,58
20140813,309754858,282346594,250117716,308353077,234775948,0,0,1,0,0,0,0,0.4193548387,1,258493673,58
20140814,303975517,253659514,277194379,347622431,298279385,0,0,0,1,0,0,0,0.4516129032,1,261506619,58
20140815,211939431,311648757,252540858,262874791,208671287,0,0,0,0,1,0,0,0.4838709677,1,257702660,58
20140816,236516007,163611708,172250225,282653341,155464283,0,0,0,0,0,1,0,0.5161290323,0,244551620,58
20140817,219214339,189909225,127125217,166610652,174462836,0,0,0,0,0,0,1,0.5483870968,0,215059736,58
20140818,139564084,418603336,322907524,345986909,434191479,1,0,0,0,0,0,0,0.5806451613,1,149978271,59
20140819,259169016,309754858,221706539,303480103,369043423,0,1,0,0,0,0,0,0.6129032258,1,298499146,59
20140820,254929877,303975517,282346594,250117716,308353077,0,0,1,0,0,0,0,0.6451612903,1,266401973,59
20140821,202452782,211939431,253659514,277194379,347622431,0,0,0,1,0,0,0,0.6774193548,1,308378692,59
20140822,219963356,236516007,311648757,252540858,262874791,0,0,0,0,1,0,0,0.7096774194,1,251763517,59
20140823,179349206,219214339,163611708,172250225,282653341,0,0,0,0,0,1,0,0.7419354839,0,246316056,59
20140824,199377531,139564084,189909225,127125217,166610652,0,0,0,0,0,0,1,0.7741935484,0,141412027,59
20140825,191080151,259169016,418603336,322907524,345986909,1,0,0,0,0,0,0,0.8064516129,1,130195484,60
20140826,312413411,254929877,309754858,221706539,303480103,0,1,0,0,0,0,0,0.8387096774,1,309574223,60
20140827,285478563,202452782,303975517,282346594,250117716,0,0,1,0,0,0,0,0.8709677419,1,306945089,60
20140828,468164147,219963356,211939431,253659514,277194379,0,0,0,1,0,0,0,0.9032258065,1,302194801,60
20140829,297893861,179349206,236516007,311648757,252540858,0,0,0,0,1,0,0,0.935483871,1,245082751,60
20140830,273756380,199377531,219214339,163611708,172250225,0,0,0,0,0,1,0,0.9677419355,0,267554713,60
20140831,196374134,191080151,139564084,189909225,127125217,0,0,0,0,0,0,1,1,0,199708772,60
